LSOA11CD,total_length_meters_2011,length_meters_2020
E01027125,2486.1,2472.4
E01027126,2192.7,2202.5
E01027129,45.8,2920.8
E01027137,266.8,453.4
E01027138,941.6,1061.3
E01027139,2434.9,3245.0
E01027140,1989.3,3263.3
E01027142,526.1,622.9
E01027145,267.9,803.5
E01027148,116.4,169.5
E01027149,290.5,907.8
E01027151,35.1,146.5
E01027153,74.6,363.5
E01027154,29.8,20.7
E01027156,157.0,154.2
E01027158,30.2,677.7
E01027159,1686.6,2628.8
E01027160,1172.7,1354.5
E01027161,649.4,661.8
E01027162,932.1,1519.3
E01027163,0.1,1530.8
E01027167,443.0,1549.1
E01027171,78.8,394.8
E01027172,125.6,137.3
E01027174,1418.0,2636.3
E01027175,360.4,1400.9
E01027176,881.7,1361.5
E01027177,748.2,1057.3
E01027178,499.0,1070.4
E01027182,882.9,873.5
E01027183,1050.4,1034.4
E01027190,1304.6,2690.6
E01027191,82.1,77.6
E01027193,1343.7,1417.6
E01027194,133.2,149.1
E01027195,582.7,583.9
E01027198,965.3,986.9
E01027201,1386.1,1721.8
E01027202,13790.7,19983.4
E01027203,549.4,638.8
E01027204,771.3,1547.3
E01027205,807.1,2608.2
E01027206,816.6,3333.0
E01027216,523.2,477.2
E01027217,818.3,1252.2
E01027218,3892.1,4328.2
E01027219,363.5,809.2
E01027220,646.5,643.7
E01027221,1974.9,2463.4
E01027222,442.2,1160.6
E01027223,1990.5,2891.9
E01027224,1246.1,2342.5
E01027228,16.9,16.9
E01027231,159.3,153.5
E01027232,1341.5,2281.0
E01027233,776.2,2108.7
E01027234,553.7,1917.2
E01027235,594.5,2973.6
E01027236,202.5,206.2
E01027237,2714.6,3972.4
E01027240,12.1,2713.7
E01027242,67.7,388.8
E01027243,754.1,2323.0
E01027244,103.9,322.7
E01027248,199.2,1742.6
E01027249,560.0,72.1
E01027250,707.9,2809.4
E01027252,1095.0,998.3
E01027253,1897.4,2471.0
E01027254,2469.1,5789.3
E01027257,132.5,820.1
E01027259,1660.9,1621.1
E01027260,585.8,585.8
E01027261,18470.8,10600.0
E01027262,14627.2,8583.3
E01027263,2859.3,5089.0
E01027264,71.9,66.2
E01027265,58.2,64.7
E01027266,426.2,130.3
E01027267,126.5,126.8
E01027271,1.9,0
E01027273,586.7,3799.5
E01027274,10098.4,12912.9
E01027277,3769.0,6202.3
E01027279,994.4,1001.8
E01027280,5718.5,7994.2
E01027281,557.4,513.7
E01027282,572.4,240.8
E01027283,2285.4,2802.7
E01027284,1656.4,7165.9
E01027285,350.2,118.5
E01027286,1325.8,4404.1
E01027287,472.7,1145.0
E01027288,14011.9,12107.1
E01027289,7565.2,5574.8
E01027290,2407.1,5405.5
E01027291,3054.1,2733.7
E01027294,1109.7,5829.7
E01027295,6476.8,2746.6
E01027296,22113.4,18107.9
E01027297,3560.3,6507.9
E01027298,2055.8,1626.9
E01027300,1815.5,1156.7
E01027301,2373.9,2272.9
E01027302,604.1,514.1
E01027303,7641.1,6858.3
E01027304,13317.7,13943.2
E01027305,14392.7,11220.0
E01027306,21170.8,13216.2
E01027307,5483.8,1825.1
E01027308,358.3,3886.3
E01027314,908.2,1189.9
E01027317,138.2,124.4
E01027319,684.9,663.8
E01027320,15.1,0
E01027332,2.9,2.9
E01027336,835.7,1821.4
E01027337,19.6,30.9
E01027348,4706.7,9211.8
E01027349,53.0,287.2
E01027350,448.2,810.3
E01027351,953.2,991.5
E01027352,54.0,54.0
E01027356,9412.4,13437.9
E01027358,417.8,3140.4
E01027359,104.5,107.8
E01027362,1091.6,1092.7
E01027365,128.6,8245.3
E01027366,1800.0,7053.6
E01027367,5815.9,4538.2
E01027368,14091.7,35867.8
E01027369,2313.6,3614.6
E01027370,2903.7,3554.0
E01027371,618.3,3278.3
E01027372,5682.7,4956.2
E01027373,50806.8,86448.2
E01027374,1862.7,3316.5
E01027375,3663.0,17482.0
E01027377,322.0,424.3
E01027378,1017.2,1842.0
E01027380,5598.0,9728.9
E01027381,3677.8,29906.9
E01027382,665.3,2867.4
E01027383,402.9,413.0
E01027384,419.2,4617.9
E01027387,147.5,151.3
E01027389,309.8,340.6
E01027392,1148.9,2372.9
E01027393,330.0,281.0
E01027394,857.2,848.4
E01027395,1106.9,1054.5
E01027396,497.2,125.0
E01027397,308.4,308.4
E01027398,2803.4,2858.3
E01027399,720.8,742.3
E01027400,1781.6,1822.2
E01027401,3339.8,3367.1
E01027402,2875.6,2945.0
E01027403,2166.1,2185.0
E01027404,2414.2,3119.1
E01027405,1154.8,1167.1
E01027406,2881.2,2910.7
E01027407,594.3,607.3
E01027408,735.9,1111.7
E01027409,2933.9,3436.7
E01027410,1093.3,1095.1
E01027411,1087.1,1084.8
E01027412,1433.0,1696.1
E01027413,1710.8,1763.0
E01027415,257.1,723.1
E01027417,7675.6,10296.6
E01027419,1219.6,2489.0
E01027420,1018.0,1856.2
E01027421,1324.6,1338.1
E01027422,515.1,615.0
E01027423,394.0,1203.5
E01027424,2613.8,2491.9
E01027425,4417.4,6180.9
E01027426,1708.5,1769.5
E01027427,1371.4,4370.0
E01027428,552.2,1173.9
E01027429,347.4,347.0
E01027430,1043.5,1042.6
E01027431,1124.4,1139.9
E01027432,60.4,2.0
E01027433,4150.0,1683.7
E01027435,678.9,881.7
E01027436,4667.9,1446.8
E01027437,1334.3,1917.8
E01027439,709.4,848.6
E01027440,3069.1,4734.5
E01027441,1725.7,2709.6
E01027443,132.5,125.9
E01027444,4914.2,4800.3
E01027447,2181.9,13580.5
E01027448,4699.0,11645.2
E01027449,2399.1,3565.1
E01027451,556.9,560.5
E01027452,258.6,640.4
E01027453,50.1,61.0
E01027457,865.5,1403.7
E01027458,125.9,207.8
E01027462,696.1,704.4
E01027463,1940.1,6939.4
E01027464,920.0,1617.1
E01027465,676.8,1983.1
E01027471,2476.6,3829.3
E01027473,8586.2,12477.0
E01027475,370.5,3794.8
E01027481,125.5,2330.5
E01027485,26.3,26.3
E01027486,501.5,892.2
E01027487,560.9,969.7
E01027497,3005.0,4336.4
E01027503,36851.1,105353.9
E01027504,1244.0,1941.3
E01027507,327.0,2965.1
E01027512,12169.4,18189.7
E01027513,1935.8,1959.3
E01027514,653.5,772.8
E01027518,417.4,444.7
E01027519,739.3,977.1
E01027522,433.5,1109.1
E01027523,717.4,972.8
E01027524,636.7,639.2
E01027525,3764.9,3938.9
E01027528,290.7,298.3
E01027529,495.4,505.1
E01027532,1785.1,2686.1
E01027533,13.0,538.4
E01027538,788.0,852.6
E01027540,3078.3,5161.5
E01027541,908.1,1512.3
E01027542,4144.0,4958.0
E01027543,3715.6,3949.6
E01027544,725.6,678.7
E01027549,1000.1,1869.4
E01027550,1704.7,1904.8
E01027551,31.8,314.8
E01027552,3860.2,4999.6
E01027555,7349.0,8619.2
E01027557,19654.3,35127.7
E01027562,22036.5,29514.5
E01027563,579.6,1078.8
E01027567,7079.1,9987.6
E01027568,2561.4,226.3
E01027569,7182.8,8486.8
E01027570,9691.1,14080.0
E01027571,14107.9,14990.5
E01027572,5304.4,2070.9
E01027573,11709.7,9896.1
E01027574,1859.3,1407.0
E01027576,134.9,0
E01027577,141.8,99.0
E01027578,68.3,24.3
E01027580,949.5,1695.7
E01027581,981.5,869.4
E01027582,1541.4,1807.5
E01027585,28820.1,36174.1
E01027586,942.7,5288.1
E01027590,262.6,3129.5
E01027591,5926.9,7694.2
E01027595,382.5,570.8
E01027596,515.8,523.3
E01027597,1588.1,31.2
E01027600,493.3,2147.5
E01027601,4560.5,1540.8
E01027604,1369.6,4203.8
E01027606,88.5,36.8
E01027607,16.4,20.2
E01027611,1237.8,1917.9
E01027612,421.3,515.3
E01027613,12909.9,18555.9
E01027619,346.9,932.2
E01027620,389.5,468.4
E01027621,865.2,1511.0
E01027623,181.8,108.8
E01027624,748.4,519.7
E01027625,0.2,97.3
E01027627,21948.9,26254.0
E01027628,715.3,0
E01027630,575.9,767.5
E01027631,55.2,55.2
E01027632,476.5,2556.9
E01027633,5975.1,11452.3
E01027636,1436.0,17602.7
E01027637,18554.2,36278.1
E01027639,31.6,1694.2
E01027640,55.1,55.1
E01027643,3419.5,10335.4
E01027649,39.6,1066.9
E01027654,86.5,1110.7
E01027656,120.2,508.5
E01027658,367.6,666.3
E01027659,315.9,319.5
E01027660,1617.5,3659.2
E01027661,778.6,1208.7
E01027662,588.9,4611.4
E01027663,204.9,538.4
E01027667,3565.6,16059.4
E01027673,16.6,13.9
E01027674,1249.8,1232.5
E01027681,3717.1,23544.0
E01027683,3395.9,346.8
E01027684,5851.0,6217.4
E01027689,70.6,462.4
E01027690,230.1,230.1
E01027691,549.9,1049.6
E01027693,747.4,10301.3
E01027694,813.1,1736.7
E01027696,4560.6,5723.1
E01027697,139.9,873.5
E01027698,148.2,149.0
E01027699,319.9,317.2
E01027700,1700.4,2792.4
E01027701,24506.5,14173.3
E01027702,444.2,364.5
E01027703,7010.2,14994.8
E01027704,2818.2,5354.5
E01027707,95.6,104.2
E01027709,83.2,83.2
E01027713,404.1,376.3
E01027716,423.7,437.9
E01027718,797.1,841.8
E01027720,187.2,800.9
E01027723,216.2,552.5
E01027724,6098.7,7754.0
E01027725,11616.6,15780.9
E01027731,165.5,170.8
E01027734,3502.6,13375.0
E01027735,6903.3,19463.1
E01027738,347.3,347.2
E01027740,519.1,1292.1
E01027742,3.2,9900.6
E01027744,2447.7,2706.2
E01027745,52.6,9911.6
E01027750,39.5,522.8
E01027753,2886.2,33900.9
E01027754,1233.2,1783.8
E01027762,1129.5,11519.0
E01027763,12512.4,16234.5
E01027764,13473.8,17811.3
E01027771,1168.9,2896.9
E01027773,2148.3,21517.2
E01027775,1042.0,1156.7
E01027776,15424.7,18755.3
E01027777,61023.0,67343.1
E01027778,8808.9,14448.3
E01027779,10513.9,12696.0
E01027780,41343.1,78635.5
E01027782,12109.5,18957.2
E01027783,4736.2,7983.4
E01027791,296.8,229.6
E01027794,4293.9,8156.0
E01027797,5640.6,17030.2
E01027798,6925.1,22915.9
E01027799,3561.9,5043.9
E01027800,4738.5,7789.5
E01027802,56316.7,50652.4
E01027803,32413.6,32383.8
E01027807,702.3,4327.2
E01027811,58.9,65.8
E01027812,202.4,168.4
E01027813,12807.5,32558.3
E01027814,4225.1,7453.8
E01027815,2505.9,18977.5
E01027816,4489.3,4804.9
E01027819,1023.4,3377.3
E01027821,18677.0,27660.7
E01027822,10287.9,25388.6
E01027831,12690.6,25271.5
E01027832,12750.7,9178.5
E01027833,740.0,738.2
E01027835,3132.7,4716.5
E01027836,6562.2,5694.9
E01027838,523.6,489.2
E01027841,5802.2,5929.0
E01027842,10.9,190.1
E01027844,4.2,3.9
E01027845,967.0,1330.0
E01027850,548.2,784.1
E01027852,7.1,9.9
E01027855,1377.6,1360.4
E01027856,259.8,205.3
E01027857,15283.9,43923.9
E01027859,2810.7,4441.6
E01027862,388.8,459.8
E01027863,6.3,1196.1
E01027865,85.6,90.4
E01027866,1961.7,1967.5
E01027867,790.6,1346.3
E01027868,1107.8,1119.1
E01027870,159.5,187.8
E01027872,593.7,727.6
E01027873,705.5,3513.2
E01027874,17.6,43.5
E01027875,21342.5,20782.8
E01027877,244.5,266.0
E01027878,2055.8,2104.6
E01027879,531.4,531.1
E01027880,780.6,779.5
E01027882,3968.9,5050.8
E01027888,258.9,318.0
E01027891,1069.0,1174.3
E01027892,4685.4,3400.2
E01027893,213.3,687.1
E01027895,3472.1,5194.3
E01027896,2035.4,2039.1
E01027897,643.7,1241.8
E01027898,687.2,1439.9
E01027900,5678.6,7450.6
E01027901,817.4,811.2
E01027902,3038.4,6122.7
E01027903,5982.8,6779.1
E01027904,7249.5,9525.4
E01027909,951.1,955.9
E01027910,119.2,2887.4
E01027914,13.3,875.9
E01027915,103.7,452.6
E01027918,136.1,140.4
E01027919,3.9,536.4
E01027920,1581.1,1765.7
E01027922,4940.2,7841.4
E01027929,253.8,4761.8
E01027931,90.2,1307.6
E01027934,280.8,786.1
E01027936,49.1,226.3
E01027945,226.8,856.5
E01027946,478.5,510.5
E01027947,426.0,765.9
E01027953,1109.2,2712.6
E01027957,875.6,3219.9
E01027964,715.8,831.8
E01027965,177.6,255.9
E01027966,2222.7,2796.7
E01027967,263.9,265.4
E01027970,204.5,215.2
E01027971,656.5,688.6
E01027973,1069.1,11332.6
E01027975,122.7,517.8
E01027977,128.3,1241.6
E01027978,529.4,867.0
E01027979,1617.7,1867.1
E01027980,289.4,444.6
E01027981,16441.6,11149.4
E01027983,4.9,208.0
E01027985,1250.8,1867.9
E01027986,801.7,1547.9
E01027987,33.3,337.6
E01027988,708.8,767.1
E01027991,622.4,623.8
E01027992,1159.1,4042.7
E01027993,80.2,232.7
E01027995,1073.6,8246.5
E01028005,1990.6,7675.9
E01028009,1326.5,1306.1
E01028011,508.5,544.6
E01028013,428.5,461.5
E01028016,373.9,373.9
E01028020,749.8,1207.2
E01028021,446.5,789.1
E01028029,141.1,3071.9
E01028030,136.6,136.6
E01028035,3522.1,9071.5
E01028037,180.1,215.0
E01028039,1785.8,4555.7
E01028040,3919.6,11387.2
E01028041,190.2,2620.6
E01028045,14.2,10.2
E01028055,1216.3,1245.1
E01028056,2323.4,3113.4
E01028058,195.3,1381.3
E01028061,81.6,0
E01028063,3146.8,3986.6
E01028064,3065.9,7137.8
E01028067,276.2,277.5
E01028068,298.3,21.6
E01028069,1188.5,1136.1
E01028070,4428.9,4106.9
E01028073,271.9,997.2
E01028074,838.6,1013.9
E01028075,245.6,424.6
E01028080,522.6,458.7
E01028081,3876.3,4487.2
E01028083,137.2,1729.5
E01028085,370.3,466.8
E01028087,1074.0,1488.4
E01028088,1782.3,2593.3
E01028089,333.6,346.2
E01028090,1049.9,813.7
E01028094,101.0,406.3
E01028095,340.1,741.2
E01028096,1248.0,2213.1
E01028098,73.4,526.6
E01028101,362.6,571.3
E01028104,129.7,0
E01028106,4207.1,7270.8
E01028107,1082.3,1891.4
E01028110,1709.2,650.2
E01028115,3358.1,3229.3
E01028117,659.8,707.3
E01028118,64.8,232.9
E01028119,2898.4,7788.9
E01028123,1312.3,1996.8
E01028125,941.2,931.9
E01028128,128.5,125.3
E01028131,106.1,109.0
E01028133,9.6,7.5
E01028135,2557.6,4856.4
E01028137,8.4,519.5
E01028138,396.7,400.7
E01028142,5567.1,11615.3
E01028144,141.8,62.3
E01028148,5956.6,7690.5
E01028149,1313.0,2483.0
E01028151,1495.7,1373.4
E01028165,23.8,139.7
E01028169,26.7,1854.9
E01028170,59.9,10.1
E01028175,16.9,58.4
E01028176,570.4,1962.3
E01028177,582.3,873.4
E01028178,1782.2,2489.1
E01028184,1604.3,2249.8
E01028185,1.3,826.1
E01028186,60.7,59.8
E01028187,2137.2,4189.1
E01028189,2049.3,3625.6
E01028191,17.3,100.0
E01028199,938.1,456.9
E01028200,2266.3,5322.5
E01028209,2.3,104.6
E01028213,2178.4,2798.4
E01028215,31.0,39.2
E01028218,58.6,423.5
E01028222,9.9,1596.7
E01028224,925.5,3595.4
E01028233,437.3,448.9
E01028234,184.4,93.4
E01028235,589.9,622.6
E01028237,477.6,1044.4
E01028238,2018.2,668.5
E01028243,48.2,99.1
E01028252,2799.5,4234.7
E01028255,306.7,1798.6
E01028256,2.4,7707.8
E01028257,1020.4,1271.7
E01028260,1981.9,3462.3
E01028261,418.4,2826.3
E01028262,55.1,30.7
E01028263,57.1,850.4
E01028264,778.3,656.2
E01028267,483.4,487.2
E01028268,356.3,762.6
E01028269,388.2,250.4
E01028270,1053.6,1754.7
E01028279,2329.4,1213.2
E01028285,184.5,174.6
E01028289,663.7,669.7
E01028291,1325.8,1603.1
E01028292,123.4,90.4
E01028293,688.6,1119.6
E01028294,21.2,332.2
E01028295,19574.7,21878.2
E01028296,264.7,4092.5
E01028298,1550.5,494.6
E01028299,858.8,352.6
E01028306,1050.7,441.8
E01028307,239.2,104.4
E01028312,9895.6,15336.3
E01028313,13311.7,11338.5
E01028314,2908.5,1251.4
E01028316,3236.3,5288.8
E01028317,7491.7,9920.3
E01028321,12675.2,13198.7
E01028322,2248.9,222.5
E01028325,1133.7,6624.6
E01028327,5216.2,6497.2
E01028328,269.9,563.5
E01028329,7453.6,4248.6
E01028330,2216.7,5061.4
E01028331,10256.7,5465.1
E01028332,9501.9,9261.9
E01028333,260.4,277.2
E01028336,2189.7,3666.3
E01028339,5156.6,9288.4
E01028343,4911.6,7813.7
E01028344,488.2,0
E01028345,4372.1,2509.6
E01028346,596.9,596.7
E01028348,9333.9,6337.2
E01028351,12152.7,8905.6
E01028352,3733.5,3022.7
E01028353,3308.1,3684.7
E01028354,928.9,266.7
E01028355,125.9,80.3
E01028356,620.3,460.0
E01028357,915.4,552.8
E01028359,1567.8,1433.4
E01028360,1785.3,3716.5
E01028363,110.5,2187.9
E01028365,3796.0,6581.1
E01028367,15551.5,22445.1
E01028368,41.8,1122.8
E01028370,0.7,3.6
E01028371,732.3,790.0
E01028373,445.6,4209.8
E01028374,4.1,199.5
E01028375,6542.7,6403.8
E01028376,7641.9,10931.8
E01028377,1295.4,1257.3
E01028378,3534.9,15080.9
E01028384,36.9,0.0
E01028385,167.7,99.9
E01028386,2659.7,2839.1
E01028387,373.7,2141.6
E01028388,849.5,3900.7
E01028391,484.1,1078.0
E01028392,14.2,591.3
E01028394,382.2,929.5
E01028395,1504.0,1716.3
E01028401,5.7,59.3
E01028402,11414.2,22495.3
E01028403,4706.6,5061.6
E01028406,604.5,811.1
E01028407,898.2,2323.3
E01028408,432.5,3261.1
E01028410,494.4,5968.8
E01028412,2470.1,1131.6
E01028415,689.4,2612.2
E01028416,443.9,871.9
E01028417,712.7,931.2
E01028419,4698.0,8032.3
E01028420,3908.3,6107.4
E01028421,1940.5,3983.1
E01028422,1100.8,3382.9
E01028423,692.8,1012.3
E01028424,2571.1,4944.3
E01028425,839.1,3175.4
E01028426,1.7,1818.6
E01028427,982.6,997.0
E01028428,164.1,628.8
E01028429,1018.8,1013.9
E01028432,611.9,613.4
E01028433,969.4,971.2
E01028434,1209.7,1222.8
E01028435,588.2,483.5
E01028437,450.7,1637.8
E01028438,2746.6,7350.9
E01028439,799.6,1324.5
E01028440,344.3,293.8
E01028441,1130.4,3181.2
E01028443,444.7,863.4
E01028444,44.1,450.3
E01028445,587.7,1537.9
E01028446,573.2,1057.5
E01028447,93.9,70.2
E01028449,35.4,51.0
E01028451,487.3,499.4
E01028454,27.7,246.1
E01028455,984.4,1095.5
E01028456,702.7,699.0
E01028457,3.1,3.1
E01028458,261.5,364.2
E01028459,1272.0,1267.4
E01028460,1524.9,1573.0
E01028461,1684.1,1684.8
E01028462,683.6,1263.4
E01028463,2568.2,3075.3
E01028464,1546.0,2173.7
E01028465,1570.3,2096.9
E01028466,447.1,447.0
E01028467,227.8,280.3
E01028468,1499.9,2322.3
E01028470,257.3,263.2
E01028474,484.5,6381.0
E01028475,1537.9,3950.1
E01028476,250.7,416.7
E01028477,17837.6,23323.8
E01028478,257.6,257.6
E01028479,951.7,9334.9
E01028480,942.0,7780.3
E01028481,2201.8,3982.1
E01028483,13781.7,10920.1
E01028484,6015.4,7989.0
E01028487,1168.4,1458.8
E01028488,2801.3,3425.9
E01028489,877.0,888.1
E01028491,174.9,359.7
E01028492,582.2,377.1
E01028494,1384.1,2189.1
E01028495,698.8,770.8
E01028496,433.4,434.1
E01028497,6870.8,13027.3
E01028498,4353.4,5494.8
E01028499,3584.3,3735.7
E01028500,1409.3,1672.7
E01028501,15493.0,13802.0
E01028502,1749.6,2275.3
E01028503,2967.9,11106.8
E01028504,5946.7,12023.6
E01028505,283.9,2748.2
E01028506,3499.7,8215.7
E01028507,1101.8,4646.9
E01028508,3274.5,5384.3
E01028509,2693.9,5847.8
E01028510,5777.4,7750.3
E01028511,11796.7,14450.0
E01028512,316.5,359.8
E01028513,556.8,681.4
E01028514,444.3,500.0
E01028515,1036.3,1001.6
E01028516,1643.1,2240.0
E01028517,723.9,1365.8
E01028518,173.2,327.1
E01028519,1005.9,1323.8
E01028520,164.6,471.1
E01028521,4510.2,5556.4
E01028522,1661.2,2025.5
E01028523,71.8,1230.7
E01028524,258.2,258.5
E01028525,488.0,1754.3
E01028526,1286.6,924.0
E01028527,442.4,462.7
E01028528,682.1,904.1
E01028529,1702.2,2096.5
E01028530,730.2,738.8
E01028531,928.8,1372.2
E01028532,778.5,837.5
E01028533,37.6,37.7
E01028534,554.8,755.8
E01028535,988.6,925.0
E01028536,190.0,589.1
E01028537,2165.6,2660.7
E01028538,783.7,827.9
E01028539,648.3,508.8
E01028540,1476.3,2727.0
E01028541,1741.6,1819.0
E01028542,5246.3,5885.6
E01028543,2053.9,2188.5
E01028544,1451.7,1439.1
E01028545,434.6,578.8
E01028546,1398.5,1829.0
E01028548,4143.4,5239.1
E01028549,1616.9,1865.2
E01028550,198.6,34.8
E01028551,2136.3,1109.1
E01028552,854.0,1296.8
E01028553,292.4,2161.8
E01028554,168.8,259.9
E01028555,460.5,464.9
E01028556,1513.3,1725.5
E01028557,5083.9,4905.6
E01028558,657.7,734.9
E01028560,2540.7,3579.1
E01028561,1440.5,1903.8
E01028562,790.8,1502.2
E01028563,1531.2,1514.2
E01028565,636.6,649.2
E01028567,410.8,492.4
E01028568,979.2,989.3
E01028569,705.0,1395.2
E01028570,199.3,953.2
E01028571,928.4,924.4
E01028572,45.8,440.4
E01028573,435.0,233.7
E01028574,167.5,530.2
E01028575,944.9,759.7
E01028576,582.8,608.0
E01028577,527.8,529.6
E01028578,907.0,774.4
E01028579,284.5,290.7
E01028580,566.7,1040.9
E01028581,499.2,572.5
E01028582,861.9,1006.8
E01028583,2051.6,2086.0
E01028584,2328.2,1632.0
E01028585,1130.7,433.1
E01028586,355.5,820.6
E01028587,2.2,20.9
E01028588,1105.6,809.5
E01028591,443.0,490.9
E01028592,2321.5,1708.0
E01028594,1703.2,3102.6
E01028595,2795.3,2030.1
E01028596,2599.3,3232.0
E01028597,418.4,955.0
E01028598,18696.6,27734.0
E01028599,423.9,2042.1
E01028600,917.7,1551.0
E01028601,13164.5,12959.6
E01028603,1293.2,2314.0
E01028604,323.8,336.2
E01028605,1126.6,1683.2
E01028606,2431.1,7072.8
E01028607,6708.8,9796.0
E01028608,356.9,1513.5
E01028611,13060.3,10066.4
E01028612,14099.1,18723.9
E01028614,2664.6,5257.0
E01028615,2148.0,2842.5
E01028618,4135.8,1965.5
E01028619,18.6,0
E01028620,19838.0,19725.0
E01028621,1040.0,2962.3
E01028622,158.9,139.3
E01028623,2125.7,2633.1
E01028624,114.9,639.9
E01028625,3381.9,4610.3
E01028626,1270.6,1256.1
E01028627,1595.6,1955.7
E01028628,669.3,1129.2
E01028629,2977.9,2632.7
E01028630,459.4,459.9
E01028632,486.5,446.7
E01028633,1092.1,1060.7
E01028634,93.1,93.2
E01028635,108.8,80.5
E01028636,36.6,45.1
E01028637,287.6,275.2
E01028638,14446.3,14861.5
E01028639,6981.7,7860.7
E01028640,3336.8,3336.7
E01028641,5454.6,7212.7
E01028642,9116.0,8383.4
E01028643,6412.8,6609.7
E01028644,3636.0,4139.4
E01028645,477.8,0
E01028646,325.6,1773.2
E01028647,5933.8,9740.8
E01028648,6294.6,4656.1
E01028649,8640.0,5696.7
E01028650,35.9,35.9
E01028651,504.0,3438.5
E01028656,505.7,896.1
E01028657,1682.9,1589.0
E01028658,6498.0,9199.4
E01028659,11610.0,14519.5
E01028660,5988.7,6698.3
E01028662,5836.4,6682.7
E01028663,62.9,0
E01028666,143.9,141.7
E01028671,398.7,401.6
E01028672,2766.4,4098.9
E01028673,1202.2,1222.6
E01028674,2045.6,1149.2
E01028676,618.8,614.6
E01028677,628.0,694.7
E01028678,31819.2,32813.0
E01028679,13283.8,23311.8
E01028681,169.2,433.2
E01028683,3513.4,3146.1
E01028686,1521.3,2018.7
E01028688,1311.8,1410.7
E01028689,1214.6,1334.1
E01028690,796.7,488.7
E01028691,451.6,481.3
E01028692,37.2,37.1
E01028693,970.5,870.9
E01028694,1067.4,1334.0
E01028695,449.8,685.9
E01028696,1052.0,1121.8
E01028697,509.8,691.1
E01028698,1622.5,2443.1
E01028701,121.8,122.2
E01028703,24.3,1129.4
E01028704,331.6,331.4
E01028705,623.3,723.1
E01028707,183.5,183.5
E01028708,1700.4,1028.6
E01028709,492.1,514.1
E01028710,54.0,130.9
E01028711,4186.7,3572.5
E01028712,11596.0,7182.9
E01028713,2768.5,17970.3
E01028714,3358.5,10344.6
E01028718,12.2,27.6
E01028719,78.2,75.0
E01028720,7429.0,12544.4
E01028722,152.9,1173.2
E01028723,884.0,2170.4
E01028726,458.4,6287.6
E01028727,5268.0,17052.9
E01028728,614.2,817.3
E01028729,3977.3,6388.0
E01028730,18997.2,21831.6
E01028731,2070.8,4046.5
E01028732,1147.2,2668.9
E01028733,1655.9,2819.3
E01028734,1943.2,1689.3
E01028735,2324.4,1780.9
E01028736,547.9,1765.2
E01028737,1669.9,12453.6
E01028738,1544.1,2041.4
E01028739,1996.6,4842.2
E01028740,48.8,75.5
E01028741,1785.7,1952.9
E01028742,2474.3,2699.0
E01028743,49.2,581.6
E01028744,3901.8,4154.6
E01028749,2567.7,5038.0
E01028750,75.7,180.2
E01028751,2372.7,3270.7
E01028752,447.8,920.1
E01028753,3527.7,5641.2
E01028754,3470.5,4614.7
E01028756,304.0,395.8
E01028757,3502.6,4495.2
E01028761,411.5,999.2
E01028763,7017.9,11308.7
E01028766,4806.2,11966.2
E01028767,2881.1,4254.4
E01028772,1.1,35.9
E01028776,28260.7,29946.1
E01028777,6128.9,6211.7
E01028779,7193.4,6301.4
E01028780,1893.2,1128.6
E01028782,43.9,43.9
E01028783,231.5,114.7
E01028784,4399.8,5543.4
E01028785,752.6,375.8
E01028786,884.5,475.0
E01028787,8475.1,11955.2
E01028788,6184.5,7412.2
E01028789,4020.4,4948.6
E01028790,183.1,1051.0
E01028792,3245.3,3643.1
E01028793,4916.4,4895.5
E01028794,1563.5,1557.0
E01028795,6128.4,10292.7
E01028796,10007.8,14991.5
E01028797,15709.0,18399.7
E01028798,12618.1,19824.7
E01028799,4410.4,6414.8
E01028800,2882.4,4109.4
E01028801,852.4,3484.4
E01028802,907.2,3739.7
E01028804,988.5,708.9
E01028806,20495.8,21710.1
E01028807,570.2,455.4
E01028808,680.9,1277.5
E01028809,121.5,268.4
E01028810,570.7,564.0
E01028811,922.8,1235.4
E01028813,4.5,7.9
E01028814,44.8,250.0
E01028816,745.3,1100.2
E01028817,238.1,273.0
E01028818,847.4,1256.3
E01028819,565.7,1866.7
E01028820,6745.2,7567.2
E01028821,1186.1,1188.0
E01028822,279.4,277.0
E01028823,363.9,409.0
E01028824,1970.5,2536.1
E01028825,2150.4,2451.3
E01028828,560.4,4615.7
E01028830,70.2,666.4
E01028831,131.1,131.6
E01028839,28.1,15.4
E01028844,4762.7,5724.3
E01028845,525.4,742.7
E01028846,3990.4,9494.0
E01028849,1516.8,3403.8
E01028851,1568.2,1864.6
E01028854,225.1,202.6
E01028855,184.6,4531.0
E01028858,2486.2,16584.6
E01028861,1214.9,2541.1
E01028869,2175.0,2212.6
E01028872,65.4,7114.3
E01028873,41.2,259.6
E01028883,364.9,4514.1
E01028885,1842.0,2946.6
E01028892,1975.5,2265.0
E01028893,1359.3,5319.7
E01028894,433.8,853.9
E01028895,838.8,1671.2
E01028896,382.3,333.0
E01028897,8.5,4.3
E01028902,90.0,88.1
E01028903,315.1,305.6
E01028910,60.8,265.3
E01028916,359.3,359.3
E01028923,674.7,1024.9
E01028929,194.4,527.6
E01028930,616.0,1621.4
E01028931,291.7,322.4
E01028933,335.7,1850.9
E01028934,318.7,197.2
E01028936,685.7,1168.4
E01028938,22.4,106.1
E01028939,58.8,1055.9
E01028940,202.6,71.6
